symbol	base	module	count	status_counts	resolved_ea	example_ea	example_line
J2@CMOS	J2	CMOS	1	direct:1	0x00009AE7	0x00009AE2	CODE:00009AE2                 be      J2@CMOS
J3@CMOS	J3	CMOS	1	direct:1	0x00009AED	0x00009AE8	CODE:00009AE8                 be      J3@CMOS
J87@BACKGRND	J87	BACKGRND	1	direct:1	0x0000449B	0x0000448F	CODE:0000448F                 bu      J87@BACKGRND
JAJA4@MAP	JAJA4	MAP	1	direct:1	0x0000605E	0x0000605A	CODE:0000605A                 be      JAJA4@MAP
JAJA5@MAP	JAJA5	MAP	1	direct:1	0x000060B1	0x000060AD	CODE:000060AD                 be      JAJA5@MAP
JAJA66@MOTION	JAJA66	MOTION	1	direct:1	0x0000456A	0x00004567	CODE:00004567                 bne     JAJA66@MOTION
JAJA887@MOTION	JAJA887	MOTION	1	direct:1	0x0000456B	0x00004569	CODE:00004569                 bu      JAJA887@MOTION
JAJAKKA@INTRO	JAJAKKA	INTRO	1	direct:1	0x00001926	0x0000191F	CODE:0000191F                 bne     JAJAKKA@INTRO
JAJD@BONUS	JAJD	BONUS	1	direct:1	0x00003C21	0x00003C1A	CODE:00003C1A                 bne     JAJD@BONUS
jeep_red_ptr_0000C755@WAVE	jeep_red_ptr_0000C755	WAVE	1	direct:1	0x0000C755	0x00009514	CODE:00009514                 ldi     @jeep_red_ptr_0000C755@WAVE,ar2 ; LDL
jeep_yellow_ptr_0000C756@WAVE	jeep_yellow_ptr_0000C756	WAVE	1	direct:1	0x0000C756	0x00009516	CODE:00009516                 ldi     @jeep_yellow_ptr_0000C756@WAVE,ar2 ; LDL
JI1@SND	JI1	SND	1	direct:1	0x00009148	0x00009138	CODE:00009138                 bud     JI1@SND
JJ@DIAG	JJ	DIAG	1	direct:1	0x00000891	0x0000088D	CODE:0000088D                 blt     JJ@DIAG
JJAG@BONUS	JJAG	BONUS	1	direct:1	0x00003AC2	0x00003ABC	CODE:00003ABC                 be      JJAG@BONUS
JJAG@COMMQ	JJAG	COMMQ	1	direct:1	0x000076DB	0x000076D9	CODE:000076D9                 rptb    JJAG@COMMQ
JJDDA@DIAG	JJDDA	DIAG	1	direct:1	0x00001187	0x00001183	CODE:00001183                 bne     JJDDA@DIAG
JJGH@OVERLAY	JJGH	OVERLAY	1	direct:1	0x0000AD3A	0x0000AD32	CODE:0000AD32                 bu      JJGH@OVERLAY
JJK@FONT1A	JJK	FONT1A	1	direct:1	0x0000A7EB	0x0000A7E9	CODE:0000A7E9                 bu      JJK@FONT1A
JJTTA@AUDITS	JJTTA	AUDITS	1	direct:1	0x0000151B	0x00001506	CODE:00001506                 be      JJTTA@AUDITS
JOIN_UP@BACKGRND	JOIN_UP	BACKGRND	1	direct:1	0x00004102	0x000040EB	CODE:000040EB                 bu      JOIN_UP@BACKGRND
JT75@INTRO	JT75	INTRO	1	direct:1	0x000018C3	0x000018C7	CODE:000018C7                 bu      JT75@INTRO
JUSTGO@SND	JUSTGO	SND	1	direct:1	0x000092FA	0x000092F8	CODE:000092F8                 be      JUSTGO@SND
JUSTGOON@CUSA	JUSTGOON	CUSA	1	direct:1	0x00004E6E	0x00004E69	CODE:00004E69                 bne     JUSTGOON@CUSA
KADONE@MPROC	KADONE	MPROC	1	direct:1	0x0000A90E	0x0000A900	CODE:0000A900                 be      KADONE@MPROC
KIBO@INTRO	KIBO	INTRO	1	direct:1	0x000018C8	0x000018C4	CODE:000018C4                 bne     KIBO@INTRO
KILLP@MPROC	KILLP	MPROC	1	direct:1	0x0000A8E4	0x0000A8F0	CODE:0000A8F0                 bne     KILLP@MPROC
KILL_PLYR_SOUNDS@BONUS	KILL_PLYR_SOUNDS	BONUS	1	direct:1	0x00003C8B	0x000039B2	CODE:000039B2                 call    KILL_PLYR_SOUNDS@BONUS
KILL_THE_REANIMATORS@BONUS	KILL_THE_REANIMATORS	BONUS	1	direct:1	0x00003F75	0x00003AF3	CODE:00003AF3                 call    KILL_THE_REANIMATORS@BONUS
KILL_X@MPROC	KILL_X	MPROC	1	direct:1	0x0000A8F7	0x0000A8EE	CODE:0000A8EE                 be      KILL_X@MPROC
KILSFX1@SND	KILSFX1	SND	1	direct:1	0x000091EF	0x000091EB	CODE:000091EB                 bne     KILSFX1@SND
KILSFX2@SND	KILSFX2	SND	1	direct:1	0x000091F5	0x000091F0	CODE:000091F0                 bne     KILSFX2@SND
KJL@BONUS	KJL	BONUS	1	direct:1	0x00003DFB	0x00003DF9	CODE:00003DF9                 bu      KJL@BONUS
KK5@INTRO	KK5	INTRO	1	direct:1	0x00001D78	0x00001D79	CODE:00001D79                 bne     KK5@INTRO
KKJJ@MEMTEST	KKJJ	MEMTEST	1	direct:1	0x00006458	0x00006455	CODE:00006455                 bu      KKJJ@MEMTEST
KKKII@MOTION	KKKII	MOTION	1	direct:1	0x00004912	0x00004908	CODE:00004908                 be      KKKII@MOTION
KKL@AUDITS	KKL	AUDITS	1	direct:1	0x00001548	0x00001545	CODE:00001545                 be      KKL@AUDITS
KKL@BONUS	KKL	BONUS	1	direct:1	0x00003E3F	0x00003E42	CODE:00003E42                 be      KKL@BONUS
KKLL5@AUDITS	KKLL5	AUDITS	1	direct:1	0x00001544	0x0000153E	CODE:0000153E                 bne     KKLL5@AUDITS
KKTIL@BACKGRND	KKTIL	BACKGRND	1	direct:1	0x00003FB1	0x00003FA5	CODE:00003FA5                 bu      KKTIL@BACKGRND
KLFD@COLLA	KLFD	COLLA	1	direct:1	0x000022EE	0x000022EB	CODE:000022EB                 bne     KLFD@COLLA
KLP0@MPROC	KLP0	MPROC	1	direct:1	0x0000A8FF	0x0000A90D	CODE:0000A90D                 br      KLP0@MPROC
KLUDGE_MOFO@SMOKE	KLUDGE_MOFO	SMOKE	1	direct:1	0x0000865F	0x0000865C	CODE:0000865C                 bne     KLUDGE_MOFO@SMOKE
kow3_ptr_0000C65F@ROADKILL	kow3_ptr_0000C65F	ROADKILL	1	direct:1	0x0000C65F	0x00006A2A	CODE:00006A2A                 ldi     @kow3_ptr_0000C65F@ROADKILL,ar2 ; LDL
kph_ptr_0000B1CF@HUD	kph_ptr_0000B1CF	HUD	1	direct:1	0x0000B1CF	0x00009D9B	CODE:00009D9B                 ldi     @kph_ptr_0000B1CF@HUD,ar2 ; LDL
L10@LINE	L10	LINE	1	direct:1	0x0000AC8F	0x0000AC80	CODE:0000AC80                 bgt     L10@LINE
L16@LINE	L16	LINE	1	direct:1	0x0000ACA5	0x0000AC9E	CODE:0000AC9E                 blt     L16@LINE
L17@LINE	L17	LINE	1	direct:1	0x0000ACB2	0x0000ACA1	CODE:0000ACA1                 bud     L17@LINE
L22@LINE	L22	LINE	1	direct:1	0x0000ACC3	0x0000ACB4	CODE:0000ACB4                 bgt     L22@LINE
L26@LINE	L26	LINE	1	direct:1	0x0000ACD1	0x0000AC62	CODE:0000AC62                 be      L26@LINE
L28@LINE	L28	LINE	1	direct:1	0x0000ACD6	0x0000ACD2	CODE:0000ACD2                 bge     L28@LINE
L32@LINE	L32	LINE	1	direct:1	0x0000ACE2	0x0000AC60	CODE:0000AC60                 be      L32@LINE
L34@LINE	L34	LINE	1	direct:1	0x0000ACE6	0x0000ACE3	CODE:0000ACE3                 ble     L34@LINE
L39@LINE	L39	LINE	1	direct:1	0x0000ACEA	0x0000ACF0	CODE:0000ACF0                 bge     L39@LINE
L40@LINE	L40	LINE	1	direct:1	0x0000ACDA	0x0000ACE0	CODE:0000ACE0                 bge     L40@LINE
L5@LINE	L5	LINE	1	direct:1	0x0000AC7E	0x0000AC71	CODE:0000AC71                 bge     L5@LINE
L888@PLYR	L888	PLYR	1	direct:1	0x00002E44	0x00002E3A	CODE:00002E3A                 bu      L888@PLYR
L88@SND	L88	SND	1	direct:1	0x000091E1	0x000091E8	CODE:000091E8                 bu      L88@SND
L89@OBJ	L89	OBJ	1	direct:1	0x000070E8	0x000070E5	CODE:000070E5                 bu      L89@OBJ
L99@SIGMA	L99	SIGMA	1	direct:1	0x0000A510	0x0000A507	CODE:0000A507                 bu      L99@SIGMA
LAMPSOFF@DIAG	LAMPSOFF	DIAG	1	direct:1	0x00001159	0x00000AE2	CODE:00000AE2                 call    LAMPSOFF@DIAG
LAMPT@DIAG	LAMPT	DIAG	1	direct:1	0x0000113D	0x00001157	CODE:00001157                 ldi     @LAMPT@DIAG,ar7
LAMP_MENU_ptr_0000C8D1@DIAG	LAMP_MENU_ptr_0000C8D1	DIAG	1	direct:1	0x0000C8D1	0x00001155	CODE:00001155                 ldi     @LAMP_MENU_ptr_0000C8D1@DIAG,ar5 ; LDL
LANEPI	LANEPI		1	direct:1	0x000065BF	0x0000674F	CODE:0000674F                 ldi     @LANEPI,ar1
LD_RAM2@CUSA	LD_RAM2	CUSA	1	direct:1	0x00004B50	0x00004B4E	CODE:00004B4E                 rptb    LD_RAM2@CUSA
LD_RAM@CUSA	LD_RAM	CUSA	1	direct:1	0x00004B18	0x00004B16	CODE:00004B16                 rptb    LD_RAM@CUSA
LD_RAM@WAVE	LD_RAM	WAVE	1	direct:1	0x00009328	0x00009326	CODE:00009326                 rptb    LD_RAM@WAVE
LEFT_SIDE@SMOKE	LEFT_SIDE	SMOKE	1	direct:1	0x000086D4	0x000086CE	CODE:000086CE                 bgt     LEFT_SIDE@SMOKE
LEQTABI@COLLA	LEQTABI	COLLA	1	direct:1	0x0000290C	0x00002223	CODE:00002223                 ldi     @LEQTABI@COLLA,ar2 ; LDPI
lgnum43_coolyelo_ptr_0000B1D2@HUD	lgnum43_coolyelo_ptr_0000B1D2	HUD	1	direct:1	0x0000B1D2	0x00009DBB	CODE:00009DBB                 ldi     @lgnum43_coolyelo_ptr_0000B1D2@HUD,ar2 ; LDL
lgnum43_p_ptr_0000C6F8@TEXT	lgnum43_p_ptr_0000C6F8	TEXT	1	direct:1	0x0000C6F8	0x000079D6	CODE:000079D6                 ldi     @lgnum43_p_ptr_0000C6F8@TEXT,ar2 ; LDL
lgnum43_p_ptr_0000C6F9@TEXT	lgnum43_p_ptr_0000C6F9	TEXT	1	direct:1	0x0000C6F9	0x000079E2	CODE:000079E2                 ldi     @lgnum43_p_ptr_0000C6F9@TEXT,ar2 ; LDL
LIGHT_INIT@INTRO	LIGHT_INIT	INTRO	1	direct:1	0x00001C27	0x00001AE0	CODE:00001AE0                 call    LIGHT_INIT@INTRO
LIGHT_ON@INTRO	LIGHT_ON	INTRO	1	direct:1	0x00001C4A	0x00001B0A	CODE:00001B0A                 call    LIGHT_ON@INTRO
LINE255I@UTIL	LINE255I	UTIL	1	direct:1	0x00008E71	0x00008EB2	CODE:00008EB2                 ldi     @LINE255I@UTIL,ar2
LINE511I@UTIL	LINE511I	UTIL	1	direct:1	0x00008E72	0x00008EB7	CODE:00008EB7                 ldi     @LINE511I@UTIL,ar2
LINK@SMOKE	LINK	SMOKE	1	direct:1	0x00008589	0x00008586	CODE:00008586                 br      LINK@SMOKE
LINKDISABLED@CUSA	LINKDISABLED	CUSA	1	direct:1	0x00004FBB	0x00004F7E	CODE:00004F7E                 ldi     @LINKDISABLED@CUSA,ar2
LISTLP@INTRO	LISTLP	INTRO	1	direct:1	0x00001A2D	0x00001A55	CODE:00001A55                 bne     LISTLP@INTRO
LIU8@HUD	LIU8	HUD	1	direct:1	0x00009D10	0x00009D15	CODE:00009D15                 bu      LIU8@HUD
LKJ25@INFIN	LKJ25	INFIN	1	direct:1	0x000083F6	0x000083F4	CODE:000083F4                 blt     LKJ25@INFIN
LKJ2@INFIN	LKJ2	INFIN	1	direct:1	0x000083DC	0x000083DA	CODE:000083DA                 blt     LKJ2@INFIN
LL3@HPMATH	LL3	HPMATH	1	direct:1	0x0000B05A	0x0000B058	CODE:0000B058                 be      LL3@HPMATH
LL45@BACKGRND	LL45	BACKGRND	1	direct:1	0x00004063	0x00004059	CODE:00004059                 rptb    LL45@BACKGRND
LL@COMP	LL	COMP	1	direct:1	0x0000A3E7	0x0000A3E4	CODE:0000A3E4                 bgt     LL@COMP
LLG6X@MOTION	LLG6X	MOTION	1	direct:1	0x0000C804	0x00004A13	CODE:00004A13                 ldi     @LLG6X@MOTION,ar2
LLG6Y@MOTION	LLG6Y	MOTION	1	direct:1	0x0000C805	0x00004A17	CODE:00004A17                 ldi     @LLG6Y@MOTION,ar2
LLG6Z@MOTION	LLG6Z	MOTION	1	direct:1	0x0000C806	0x00004A1B	CODE:00004A1B                 ldi     @LLG6Z@MOTION,ar2
LLKK@BACKGRND	LLKK	BACKGRND	1	direct:1	0x00003FFA	0x00003FF7	CODE:00003FF7                 be      LLKK@BACKGRND
LLKK@MOTION	LLKK	MOTION	1	direct:1	0x000048FF	0x00004911	CODE:00004911                 bu      LLKK@MOTION
LLL1@MOTION	LLL1	MOTION	1	direct:1	0x00004ACD	0x00004AC8	CODE:00004AC8                 be      LLL1@MOTION
LLL2@MOTION	LLL2	MOTION	1	direct:1	0x00004AD4	0x00004ACF	CODE:00004ACF                 be      LLL2@MOTION
LLL3@MOTION	LLL3	MOTION	1	direct:1	0x00004ADB	0x00004AD6	CODE:00004AD6                 be      LLL3@MOTION
LLL@COMP	LLL	COMP	1	direct:1	0x0000A3EB	0x0000A3E8	CODE:0000A3E8                 blt     LLL@COMP
LLRR@AUDITS	LLRR	AUDITS	1	direct:1	0x0000151D	0x00001502	CODE:00001502                 be      LLRR@AUDITS
LLTT@AUDITS	LLTT	AUDITS	1	direct:1	0x00001500	0x0000151C	CODE:0000151C                 bu      LLTT@AUDITS
LOADED	LOADED		1	direct:1	0x0000C919	0x000093CD	CODE:000093CD                 sti     r0,@LOADED
LOADSECTION_TABLEI	LOADSECTION_TABLEI		1	direct:1	0x00008C3B	0x00005A11	CODE:00005A11                 addi    @LOADSECTION_TABLEI,ar0
LOAD_HIGH_SCORE@WAVE	LOAD_HIGH_SCORE	WAVE	1	direct:1	0x000093C3	0x000093BB	CODE:000093BB                 call    LOAD_HIGH_SCORE@WAVE
LOAD_VARIOUS_PALETTES@WAVE	LOAD_VARIOUS_PALETTES	WAVE	1	direct:1	0x00009506	0x0000940D	CODE:0000940D                 call    LOAD_VARIOUS_PALETTES@WAVE
LOCTEMPER_MAT2I@MATH	LOCTEMPER_MAT2I	MATH	1	direct:1	0x00009590	0x0000959A	CODE:0000959A                 ldi     @LOCTEMPER_MAT2I@MATH,ar1
loc_1A88	loc_1A88		1	direct:1	0x00001A88	0x00001B9E	CODE:00001B9E                 addi    @loc_1A88,ar1
loc_1A89	loc_1A89		1	direct:1	0x00001A89	0x00001BA0	CODE:00001BA0                 addi    @loc_1A89,ar0
loc_1B24	loc_1B24		1	direct:1	0x00001B24	0x00001B3E	CODE:00001B3E                 addi    @loc_1B24,ar2
loc_1CE8	loc_1CE8		1	direct:1	0x00001CE8	0x00001BBC	CODE:00001BBC                 cmpf    @loc_1CE8,r1
loc_1CE9	loc_1CE9		1	direct:1	0x00001CE9	0x00001BBD	CODE:00001BBD                 cmpf    @loc_1CE9,r1
loc_1D09	loc_1D09		1	direct:1	0x00001D09	0x00001BC0	CODE:00001BC0                 cmpf    @loc_1D09,r1
loc_1E29	loc_1E29		1	direct:1	0x00001E29	0x00001E51	CODE:00001E51                 ldi     @loc_1E29,ar2
loc_1E2A	loc_1E2A		1	direct:1	0x00001E2A	0x00001E5B	CODE:00001E5B                 ldi     @loc_1E2A,ar2
loc_1E2B	loc_1E2B		1	direct:1	0x00001E2B	0x00001E81	CODE:00001E81                 ldi     @loc_1E2B,r0
loc_3000	loc_3000		1	direct:1	0x00003000	0x00004DDC	CODE:00004DDC                 ldi     @loc_3000,r1
loc_38CC	loc_38CC		1	direct:1	0x000038CC	0x000038DD	CODE:000038DD                 ldilo   @loc_38CC,r0
loc_3F7D	loc_3F7D		1	direct:1	0x00003F7D	0x0000401F	CODE:0000401F                 cmpf    @loc_3F7D,r0
loc_3F7E	loc_3F7E		1	direct:1	0x00003F7E	0x0000404A	CODE:0000404A                 cmpf    @loc_3F7E,r0
loc_3F7F	loc_3F7F		1	direct:1	0x00003F7F	0x00004047	CODE:00004047                 cmpf    @loc_3F7F,r0
loc_424E	loc_424E		1	direct:1	0x0000424E	0x00004246	CODE:00004246                 addi    @loc_424E,r0
loc_42B6	loc_42B6		1	direct:1	0x000042B6	0x000042AC	CODE:000042AC                 ldi     @loc_42B6,ar6
loc_42BE	loc_42BE		1	direct:1	0x000042BE	0x000042B5	CODE:000042B5                 ldi     @loc_42BE,ar6
loc_42CC	loc_42CC		1	direct:1	0x000042CC	0x000042DA	CODE:000042DA                 ldi     @loc_42CC,ar6
loc_42E0	loc_42E0		1	direct:1	0x000042E0	0x000042ED	CODE:000042ED                 ldi     @loc_42E0,ar6
loc_42F3	loc_42F3		1	direct:1	0x000042F3	0x00004308	CODE:00004308                 ldi     @loc_42F3,ar6
loc_4352	loc_4352		1	direct:1	0x00004352	0x000043F5	CODE:000043F5                 ldi     @loc_4352,ar6
loc_435D	loc_435D		1	direct:1	0x0000435D	0x000043E2	CODE:000043E2                 ldi     @loc_435D,ar6
loc_4368	loc_4368		1	direct:1	0x00004368	0x000043C2	CODE:000043C2                 ldi     @loc_4368,ar6
loc_4511	loc_4511		1	direct:1	0x00004511	0x00004227	CODE:00004227                 ldi     @loc_4511,ar0
loc_6584	loc_6584		1	direct:1	0x00006584	0x00006587	CODE:00006587                 ldi     @loc_6584,r0
loc_841	loc_841		1	direct:1	0x00000841	0x00001BB9	CODE:00001BB9                 cmpf    @loc_841,r1
loc_DEF	loc_DEF		1	direct:1	0x00000DEF	0x00000DEC	CODE:00000DEC                 ldi     @loc_DEF,ar2
loc_DF9	loc_DF9		1	direct:1	0x00000DF9	0x00000DF6	CODE:00000DF6                 ldi     @loc_DF9,ar2
loc_DFA	loc_DFA		1	direct:1	0x00000DFA	0x00000DFE	CODE:00000DFE                 ldi     @loc_DFA,ar2
loc_E05	loc_E05		1	direct:1	0x00000E05	0x00000E0A	CODE:00000E0A                 ldi     @loc_E05,ar2
loc_E06	loc_E06		1	direct:1	0x00000E06	0x00000E0B	CODE:00000E0B                 ldi     @loc_E06,ar3
loc_E11	loc_E11		1	direct:1	0x00000E11	0x00000E16	CODE:00000E16                 ldi     @loc_E11,ar2
loc_E12	loc_E12		1	direct:1	0x00000E12	0x00000E17	CODE:00000E17                 ldi     @loc_E12,ar3
loc_E1D	loc_E1D		1	direct:1	0x00000E1D	0x00000E21	CODE:00000E21                 ldi     @loc_E1D,ar2
loc_E28	loc_E28		1	direct:1	0x00000E28	0x00000E2C	CODE:00000E2C                 ldi     @loc_E28,ar2
loc_E33	loc_E33		1	direct:1	0x00000E33	0x00000E37	CODE:00000E37                 ldi     @loc_E33,ar2
loc_E3E	loc_E3E		1	direct:1	0x00000E3E	0x00000E44	CODE:00000E44                 ldi     @loc_E3E,ar2
loc_E4D	loc_E4D		1	direct:1	0x00000E4D	0x00000E54	CODE:00000E54                 ldi     @loc_E4D,ar2
loc_E61	loc_E61		1	direct:1	0x00000E61	0x00000E5E	CODE:00000E5E                 ldi     @loc_E61,ar2
loc_ED9	loc_ED9		1	direct:1	0x00000ED9	0x00000EDE	CODE:00000EDE                 ldi     @loc_ED9,ar2
loc_EDA	loc_EDA		1	direct:1	0x00000EDA	0x00000EDF	CODE:00000EDF                 ldi     @loc_EDA,ar3
loc_EE9	loc_EE9		1	direct:1	0x00000EE9	0x00000EEE	CODE:00000EEE                 ldi     @loc_EE9,ar2
loc_EEA	loc_EEA		1	direct:1	0x00000EEA	0x00000EEF	CODE:00000EEF                 ldi     @loc_EEA,ar3
LOGOX@HSTDP	LOGOX	HSTDP	1	direct:1	0x0000394B	0x0000393A	CODE:0000393A                 blo     LOGOX@HSTDP
LOOP1@FONT1A	LOOP1	FONT1A	1	direct:1	0x0000A836	0x0000A844	CODE:0000A844                 bgt     LOOP1@FONT1A
LOOP1@INFIN	LOOP1	INFIN	1	direct:1	0x0000832D	0x0000832F	CODE:0000832F                 bne     LOOP1@INFIN
LOOP2H@FONT1A	LOOP2H	FONT1A	1	direct:1	0x0000A7F1	0x0000A7FB	CODE:0000A7FB                 bgt     LOOP2H@FONT1A
LOOP56@RACER	LOOP56	RACER	1	direct:1	0x0000552C	0x00005548	CODE:00005548                 bgt     LOOP56@RACER
LOOP56A@RACER	LOOP56A	RACER	1	direct:1	0x0000553E	0x0000554A	CODE:0000554A                 bu      LOOP56A@RACER
LOOP@COLLA	LOOP	COLLA	1	direct:1	0x00002058	0x0000204B	CODE:0000204B                 rptb    LOOP@COLLA
LOWER_LIMIT_ERROR@MOTION	LOWER_LIMIT_ERROR	MOTION	1	direct:1	0x00004AAE	0x000045EE	CODE:000045EE                 bu      LOWER_LIMIT_ERROR@MOTION
LP1@DIRQ	LP1	DIRQ	1	direct:1	0x000005E8	0x000005E0	CODE:000005E0                 rptb    LP1@DIRQ
LP89@HUD	LP89	HUD	1	direct:1	0x00009E52	0x00009E50	CODE:00009E50                 rptb    LP89@HUD
LPP2@DIRQ	LPP2	DIRQ	1	direct:1	0x00000316	0x00000314	CODE:00000314                 rptb    LPP2@DIRQ
LREG3@BONUS	LREG3	BONUS	1	direct:1	0x00003F04	0x00003EFE	CODE:00003EFE                 bu      LREG3@BONUS
LS_ACTIVATE_X@BACKGRND	LS_ACTIVATE_X	BACKGRND	1	direct:1	0x00004445	0x0000442E	CODE:0000442E                 blo     LS_ACTIVATE_X@BACKGRND
LS_ACTIVATE_XO@BACKGRND	LS_ACTIVATE_XO	BACKGRND	1	direct:1	0x00004505	0x000044E0	CODE:000044E0                 blo     LS_ACTIVATE_XO@BACKGRND
LS_L12@BACKGRND	LS_L12	BACKGRND	1	direct:1	0x0000442C	0x00004444	CODE:00004444                 bge     LS_L12@BACKGRND
LS_L12O@BACKGRND	LS_L12O	BACKGRND	1	direct:1	0x000044DE	0x00004504	CODE:00004504                 bge     LS_L12O@BACKGRND
M1_ptr_0000B0CD@CUSA	M1_ptr_0000B0CD	CUSA	1	direct:1	0x0000B0CD	0x00004F9C	CODE:00004F9C                 ldi     @M1_ptr_0000B0CD@CUSA,ar2 ; TEXTIT
M2L@HUD	M2L	HUD	1	direct:1	0x00009D16	0x00009D12	CODE:00009D12                 bne     M2L@HUD
M2_ptr_0000B0CE@CUSA	M2_ptr_0000B0CE	CUSA	1	direct:1	0x0000B0CE	0x00004FA2	CODE:00004FA2                 ldi     @M2_ptr_0000B0CE@CUSA,ar2 ; TEXTIT
M3_ptr_0000B0CF@CUSA	M3_ptr_0000B0CF	CUSA	1	direct:1	0x0000B0CF	0x00004FA6	CODE:00004FA6                 ldi     @M3_ptr_0000B0CF@CUSA,ar2 ; TEXTIT
M4_ptr_0000B0D0@CUSA	M4_ptr_0000B0D0	CUSA	1	direct:1	0x0000B0D0	0x00004FAA	CODE:00004FAA                 ldi     @M4_ptr_0000B0D0@CUSA,ar2 ; TEXTIT
M5_ptr_0000B0D1@CUSA	M5_ptr_0000B0D1	CUSA	1	direct:1	0x0000B0D1	0x00004FAE	CODE:00004FAE                 ldi     @M5_ptr_0000B0D1@CUSA,ar2 ; TEXTIT
M6_ptr_0000B0D2@CUSA	M6_ptr_0000B0D2	CUSA	1	direct:1	0x0000B0D2	0x00004FB4	CODE:00004FB4                 ldi     @M6_ptr_0000B0D2@CUSA,ar2 ; TEXTIT
M7_ptr_0000B0D3@CUSA	M7_ptr_0000B0D3	CUSA	1	direct:1	0x0000B0D3	0x00004FB8	CODE:00004FB8                 ldi     @M7_ptr_0000B0D3@CUSA,ar2 ; TEXTIT
M8_ptr_0000B0D4@CUSA	M8_ptr_0000B0D4	CUSA	1	direct:1	0x0000B0D4	0x00004FC3	CODE:00004FC3                 ldi     @M8_ptr_0000B0D4@CUSA,ar2 ; TEXTIT
M9_ptr_0000B0D5@CUSA	M9_ptr_0000B0D5	CUSA	1	direct:1	0x0000B0D5	0x00004FC7	CODE:00004FC7                 ldi     @M9_ptr_0000B0D5@CUSA,ar2 ; TEXTIT
MAIN_MENU_ptr_0000C811@DIAG	MAIN_MENU_ptr_0000C811	DIAG	1	direct:1	0x0000C811	0x0000069E	CODE:0000069E                 ldi     @MAIN_MENU_ptr_0000C811@DIAG,ar5 ; LDL
MAIN_MENU_ptr_0000C812@DIAG	MAIN_MENU_ptr_0000C812	DIAG	1	direct:1	0x0000C812	0x000006A4	CODE:000006A4                 ldi     @MAIN_MENU_ptr_0000C812@DIAG,ar5 ; LDL
MAIN_MENU_ptr_0000C84E@DIAG	MAIN_MENU_ptr_0000C84E	DIAG	1	direct:1	0x0000C84E	0x00000A93	CODE:00000A93                 ldi     @MAIN_MENU_ptr_0000C84E@DIAG,ar0 ; LDL
MAKE_NEW_MARQ@HSTDP	MAKE_NEW_MARQ	HSTDP	1	direct:1	0x0000359B	0x00003599	CODE:00003599                 call    MAKE_NEW_MARQ@HSTDP
MAKE_PARTSLP@ROADKILL	MAKE_PARTSLP	ROADKILL	1	direct:1	0x00006A9C	0x00006AB2	CODE:00006AB2                 br      MAKE_PARTSLP@ROADKILL
MAKE_PLAYERS_PLATE@HSTDP	MAKE_PLAYERS_PLATE	HSTDP	1	direct:1	0x00003688	0x0000340E	CODE:0000340E                 call    MAKE_PLAYERS_PLATE@HSTDP
MAPPAL_ILLUM@MAP	MAPPAL_ILLUM	MAP	1	direct:1	0x00005FFD	0x00005FFB	CODE:00005FFB                 call    MAPPAL_ILLUM@MAP
MATLP@COMMQ	MATLP	COMMQ	1	direct:1	0x00007827	0x00007822	CODE:00007822                 rptb    MATLP@COMMQ
MATRIXCI	MATRIXCI		1	direct:1	0x0000005C	0x00002AEE	CODE:00002AEE                 ldi     @MATRIXCI,ar1
MBVL@COLLA	MBVL	COLLA	1	direct:1	0x000021AF	0x0000219B	CODE:0000219B                 rptb    MBVL@COLLA
MCSC_LP@DIAG	MCSC_LP	DIAG	1	direct:1	0x0000117C	0x00001188	CODE:00001188                 bu      MCSC_LP@DIAG
MEMTST1_ptr_0000C79A@MEMTEST	MEMTST1_ptr_0000C79A	MEMTEST	1	direct:1	0x0000C79A	0x000064E2	CODE:000064E2                 ldi     @MEMTST1_ptr_0000C79A@MEMTEST,ar2 ; TEXTIT
MESSAGE1@CUSA	MESSAGE1	CUSA	1	direct:1	0x00004F43	0x00004B5D	CODE:00004B5D                 call    MESSAGE1@CUSA
MINFACT@MAP	MINFACT	MAP	1	direct:1	0x000060E5	0x000060EB	CODE:000060EB                 mpyf    @MINFACT@MAP,r3
MINIT1L_ptr_0000C7B3@MOTION	MINIT1L_ptr_0000C7B3	MOTION	1	direct:1	0x0000C7B3	0x000045C9	CODE:000045C9                 ldi     @MINIT1L_ptr_0000C7B3@MOTION,ar2 ; LDL
MINIT1_ptr_0000C7AE@MOTION	MINIT1_ptr_0000C7AE	MOTION	1	direct:1	0x0000C7AE	0x0000458E	CODE:0000458E                 ldi     @MINIT1_ptr_0000C7AE@MOTION,ar2 ; LDL
MINITQX_ptr_0000C7AF@MOTION	MINITQX_ptr_0000C7AF	MOTION	1	direct:1	0x0000C7AF	0x0000459A	CODE:0000459A                 ldi     @MINITQX_ptr_0000C7AF@MOTION,ar2 ; LDL
MINITQX_ptr_0000C7B4@MOTION	MINITQX_ptr_0000C7B4	MOTION	1	direct:1	0x0000C7B4	0x000045D1	CODE:000045D1                 ldi     @MINITQX_ptr_0000C7B4@MOTION,ar2 ; LDL
MINITQY_ptr_0000C7B0@MOTION	MINITQY_ptr_0000C7B0	MOTION	1	direct:1	0x0000C7B0	0x0000459D	CODE:0000459D                 ldi     @MINITQY_ptr_0000C7B0@MOTION,ar2 ; LDL
