symbol,ref_count,example1,example2,example3
EID,2,/Users/j.harris/code/cruisin-usa/MACS.EQU:662,/Users/j.harris/code/cruisin-usa/MACS.EQU:671,
EIML,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:293,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:463,
ELOOP,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:324,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:326,
EMIL1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:350,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:353,
ENDING,2,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:1008,/Users/j.harris/code/cruisin-usa/MEMTEST.ASM:1019,
ENGACTAB,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1933,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1934,
EQTAB,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:4152,/Users/j.harris/code/cruisin-usa/COLLA.ASM:4153,
ERRLOG_D2,2,/Users/j.harris/code/cruisin-usa/ERROR.ASM:216,/Users/j.harris/code/cruisin-usa/ERROR.ASM:218,
ERROR_X,2,/Users/j.harris/code/cruisin-usa/ERROR.ASM:86,/Users/j.harris/code/cruisin-usa/ERROR.ASM:157,
ERRORN,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:127,/Users/j.harris/code/cruisin-usa/CUSA.ASM:491,
ERRORO,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:128,/Users/j.harris/code/cruisin-usa/CUSA.ASM:490,
ET0,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:496,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:498,
EXDONE,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:459,/Users/j.harris/code/cruisin-usa/MPROC.ASM:467,
EXITL2A,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2123,/Users/j.harris/code/cruisin-usa/MOTION.ASM:2129,
EXP_ANI,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1086,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1088,
EXP_PUFFLP,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1053,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1077,
EXPL,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:457,/Users/j.harris/code/cruisin-usa/MPROC.ASM:465,
FACINGFRONT,2,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:815,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:818,
FAIL,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1613,/Users/j.harris/code/cruisin-usa/RACER.ASM:1644,
FARX,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:2246,/Users/j.harris/code/cruisin-usa/BONUS.ASM:2267,
FBL,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1916,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1933,
FC00,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2146,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2149,
FC01,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2148,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2153,
FC02,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2151,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2156,
FC03,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2155,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2158,
FCB,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:666,/Users/j.harris/code/cruisin-usa/COIN.ASM:667,
fcrx,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:765,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:777,
FCRX,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1019,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1051,
FD1,2,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1050,/Users/j.harris/code/cruisin-usa/COMMQ.ASM:1057,
FEEDBACKLP,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:394,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:404,
FF_ERR,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:429,/Users/j.harris/code/cruisin-usa/OBJ.ASM:436,
FF_LP,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:430,/Users/j.harris/code/cruisin-usa/OBJ.ASM:435,
FF_OK,2,/Users/j.harris/code/cruisin-usa/OBJ.ASM:433,/Users/j.harris/code/cruisin-usa/OBJ.ASM:440,
FFFD,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:576,/Users/j.harris/code/cruisin-usa/MOTION.ASM:586,
FFRST,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2464,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2470,
FFX1,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1225,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1228,
FFX2,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1227,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1230,
FFX3,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1236,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1243,
FGOO1,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2555,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2562,
FGOO2,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2556,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2563,
FHRY_X,2,/Users/j.harris/code/cruisin-usa/INFIN.ASM:56,/Users/j.harris/code/cruisin-usa/INFIN.ASM:147,
FHRYLP,2,/Users/j.harris/code/cruisin-usa/INFIN.ASM:58,/Users/j.harris/code/cruisin-usa/INFIN.ASM:134,
FIND_LAST_SPARKLP,2,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:489,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:494,
FINDPROCX,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:574,/Users/j.harris/code/cruisin-usa/MPROC.ASM:583,
FINFIN,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:860,/Users/j.harris/code/cruisin-usa/BONUS.ASM:890,
FIXPAL1,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:631,/Users/j.harris/code/cruisin-usa/BONUS.ASM:635,
FIXPALLP,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:628,/Users/j.harris/code/cruisin-usa/BONUS.ASM:637,
FIXPL,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2875,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2899,
FIXPL2,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2889,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2892,
FIXPL3,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2888,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2893,
FLAG,2,/Users/j.harris/code/cruisin-usa/MACS.EQU:33,/Users/j.harris/code/cruisin-usa/MACS.EQU:34,
flag1,2,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:754,/Users/j.harris/code/cruisin-usa/HOTTUB.ASM:792,
FLAG_POS_TABLE,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1551,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1553,
FLAME_ANI_LOOP,2,/Users/j.harris/code/cruisin-usa/FLAME.ASM:104,/Users/j.harris/code/cruisin-usa/FLAME.ASM:130,
FLAME_POS,2,/Users/j.harris/code/cruisin-usa/FLAME.ASM:22,/Users/j.harris/code/cruisin-usa/FLAME.ASM:25,
FLAMEANI,2,/Users/j.harris/code/cruisin-usa/FLAME.ASM:21,/Users/j.harris/code/cruisin-usa/FLAME.ASM:34,
FLANX1,2,/Users/j.harris/code/cruisin-usa/FLAME.ASM:134,/Users/j.harris/code/cruisin-usa/FLAME.ASM:138,
FLASH_INSERTCOINSX,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:825,/Users/j.harris/code/cruisin-usa/COIN.ASM:834,
FLASH_INSERTCOINSXM,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:1244,/Users/j.harris/code/cruisin-usa/COIN.ASM:1253,
FLASH_LOOP,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2816,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2827,
FLASH_LP1,2,/Users/j.harris/code/cruisin-usa/CUSA.ASM:2109,/Users/j.harris/code/cruisin-usa/CUSA.ASM:2113,
FLASH_PALS,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2797,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2800,
FLASH_TOSTARTX,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:1068,/Users/j.harris/code/cruisin-usa/COIN.ASM:1079,
FLASHX,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2841,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2847,
FLPL,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2912,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2937,
FLPL2,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2930,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2933,
FLPL3,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2929,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2934,
FLUSH_COUNT,2,/Users/j.harris/code/cruisin-usa/COMP.ASM:25,/Users/j.harris/code/cruisin-usa/COMP.ASM:304,
FLY1,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2109,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2117,
FLY1A,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:444,/Users/j.harris/code/cruisin-usa/RROAD.ASM:506,
FLY3,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2113,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2125,
FLY_PARTSX,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:844,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:861,
FLYAWAY_LP,2,/Users/j.harris/code/cruisin-usa/CHOPPER.ASM:1039,/Users/j.harris/code/cruisin-usa/CHOPPER.ASM:1067,
FLYCARP0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2208,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2333,
FLYCARP0A,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:575,/Users/j.harris/code/cruisin-usa/RROAD.ASM:668,
FLYCARSTOP0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2294,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2337,
FLYCARSTOP0A,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:644,/Users/j.harris/code/cruisin-usa/RROAD.ASM:673,
FLYCARWT,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2533,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2547,
FLYCARWTA,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:844,/Users/j.harris/code/cruisin-usa/RROAD.ASM:850,
FLYCARX,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2124,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2136,
FLYCARXX,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2106,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2143,
FLYCOLL1,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1572,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1579,
FLYCOLP0,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1696,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1793,
FLYCOLPL,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1707,/Users/j.harris/code/cruisin-usa/COLLA.ASM:1714,
FLYCSTP00,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2437,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2444,
FLYCSTP00A,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:757,/Users/j.harris/code/cruisin-usa/RROAD.ASM:764,
FLYCSTP1,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2455,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2460,
FLYCSTP1A,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:775,/Users/j.harris/code/cruisin-usa/RROAD.ASM:780,
FLYCSTP2,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2458,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2462,
FLYCSTP2A,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:778,/Users/j.harris/code/cruisin-usa/RROAD.ASM:782,
FLYDONE,2,/Users/j.harris/code/cruisin-usa/RROAD.ASM:492,/Users/j.harris/code/cruisin-usa/RROAD.ASM:502,
FLYSTOPSLP,2,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2345,/Users/j.harris/code/cruisin-usa/COLLA.ASM:2507,
FLYUPL,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:367,/Users/j.harris/code/cruisin-usa/TRANS.ASM:390,
FN_PAD,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2420,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2427,
FOLD_LP,2,/Users/j.harris/code/cruisin-usa/MAP.ASM:505,/Users/j.harris/code/cruisin-usa/MAP.ASM:711,
font18_p,2,/Users/j.harris/code/cruisin-usa/TEXT.ASM:326,/Users/j.harris/code/cruisin-usa/TEXT.ASM:343,
FORMN,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2418,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2424,
FORMN_LOOP,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2406,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:2426,
FOUND_BODY,2,/Users/j.harris/code/cruisin-usa/FLAME.ASM:255,/Users/j.harris/code/cruisin-usa/FLAME.ASM:258,
FOUND_REAR,2,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:235,/Users/j.harris/code/cruisin-usa/SMOKE.ASM:238,
FOUNDL,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1595,/Users/j.harris/code/cruisin-usa/RACER.ASM:1604,
FOUNDR,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1554,/Users/j.harris/code/cruisin-usa/RACER.ASM:1560,
FOUNDRAW,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:277,/Users/j.harris/code/cruisin-usa/PALL.ASM:290,
FPLXEX,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:235,/Users/j.harris/code/cruisin-usa/PALL.ASM:242,
FPO1,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1499,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1508,
FPO1A,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1512,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1516,
FPO3,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1519,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1526,
FPO4,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1528,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1531,
FPO6,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1533,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1538,
FPOX,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1492,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1546,
FPP1,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:108,/Users/j.harris/code/cruisin-usa/DRONES.ASM:144,
FPP2,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:143,/Users/j.harris/code/cruisin-usa/DRONES.ASM:160,
FPPLP,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:93,/Users/j.harris/code/cruisin-usa/DRONES.ASM:202,
FPPX,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:91,/Users/j.harris/code/cruisin-usa/DRONES.ASM:203,
FR0,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:950,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:989,
FR2A,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:972,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:979,
FR2B,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:975,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:980,
FRAL1,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1297,/Users/j.harris/code/cruisin-usa/BONUS.ASM:1328,
FREEDE_X,2,/Users/j.harris/code/cruisin-usa/TRANS.ASM:715,/Users/j.harris/code/cruisin-usa/TRANS.ASM:723,
FREEP,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3485,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3497,
FREEPLAYT,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2539,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2544,
FRENCH2,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:647,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1578,
FRENCH3,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:661,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1578,
FRENCH4,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:675,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1578,
FRENCH_MENU,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1824,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1969,
FRIC1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2087,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2094,
FRL,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1782,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:1790,
FRSL,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1622,/Users/j.harris/code/cruisin-usa/DRONES.ASM:1680,
FRX,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:958,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:984,
FRXX,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:991,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:993,
FSDN,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1092,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1095,
FSLP,2,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1090,/Users/j.harris/code/cruisin-usa/BACKGRND.ASM:1094,
FSTAT,2,/Users/j.harris/code/cruisin-usa/MACS.EQU:198,/Users/j.harris/code/cruisin-usa/MACS.EQU:199,
ftoa_tmp,2,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:40,/Users/j.harris/code/cruisin-usa/FONT1A.ASM:55,
GA_FALSE,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3091,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3100,
GA_TRUE,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3083,/Users/j.harris/code/cruisin-usa/INTRO.ASM:3094,
GAGA,2,/Users/j.harris/code/cruisin-usa/BONUS.ASM:2044,/Users/j.harris/code/cruisin-usa/BONUS.ASM:2046,
GALIL_ERR1,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:694,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1707,
GD1,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:95,/Users/j.harris/code/cruisin-usa/RACER.ASM:106,
GDLP,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1713,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1728,
GEARACTAB,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1930,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1931,
GEARPAL,2,/Users/j.harris/code/cruisin-usa/HUD.ASM:614,/Users/j.harris/code/cruisin-usa/HUD.ASM:634,
GEESE_DIE,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:951,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1155,
GEESELP,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1010,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1148,
GEESERST,2,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1007,/Users/j.harris/code/cruisin-usa/ROADKILL.ASM:1012,
GEN_CMOS_CHKSUM,2,/Users/j.harris/code/cruisin-usa/CMOS.EQU:317,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:96,
GENERAL3,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1421,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1595,
GENERAL5,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1449,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1595,
GENERAL7,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1477,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1595,
GENERAL_MENU,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1950,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1981,
GERMAN2,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:533,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1577,
GERMAN3,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:547,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1577,
GERMAN4,2,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:561,/Users/j.harris/code/cruisin-usa/COINTAB.ASM:1577,
GERMAN_MENU,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1810,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1968,
GETC0,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1912,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1914,
GETC1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1909,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1916,
GETCAR_ERR,2,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1093,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1103,
GETCAR_X,2,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1099,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1105,
GETCHA,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2652,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2654,
GETCHX,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2660,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2673,
GETCOINX,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:241,/Users/j.harris/code/cruisin-usa/COIN.ASM:244,
GETDIR1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1747,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1753,
GETDIR2,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1751,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1797,
GETDYNA_ERR,2,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1009,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1025,
GETDYNA_X,2,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1021,/Users/j.harris/code/cruisin-usa/UTIL.ASM:1027,
GETLINK,2,/Users/j.harris/code/cruisin-usa/ROADBLCK.ASM:192,/Users/j.harris/code/cruisin-usa/ROADBLCK.ASM:220,
GETLL_ERR,2,/Users/j.harris/code/cruisin-usa/UTIL.ASM:497,/Users/j.harris/code/cruisin-usa/UTIL.ASM:516,
GETLL_X,2,/Users/j.harris/code/cruisin-usa/UTIL.ASM:512,/Users/j.harris/code/cruisin-usa/UTIL.ASM:518,
GETPL,2,/Users/j.harris/code/cruisin-usa/PALL.ASM:367,/Users/j.harris/code/cruisin-usa/PALL.ASM:377,
GETPROC0,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:76,/Users/j.harris/code/cruisin-usa/MPROC.ASM:80,
GETPROCX,2,/Users/j.harris/code/cruisin-usa/MPROC.ASM:79,/Users/j.harris/code/cruisin-usa/MPROC.ASM:118,
GETRK0,2,/Users/j.harris/code/cruisin-usa/ROADBLCK.ASM:189,/Users/j.harris/code/cruisin-usa/ROADBLCK.ASM:193,
GETSK00,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1612,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1616,
GETSP22,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:2122,/Users/j.harris/code/cruisin-usa/RACER.ASM:1188,
GETSPD1,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1953,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1965,
GETSPD10,2,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1967,/Users/j.harris/code/cruisin-usa/PLYR.ASM:1974,
GETSURGE,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1027,/Users/j.harris/code/cruisin-usa/RACER.ASM:1097,
GETTILE_BACKGRND,2,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:402,/Users/j.harris/code/cruisin-usa/GLOBALS.EQU:412,
GETTOLP,2,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:1235,/Users/j.harris/code/cruisin-usa/TRACKSEL.ASM:1248,
GI1,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2591,/Users/j.harris/code/cruisin-usa/DIAG.ASM:2596,
GL15,2,/Users/j.harris/code/cruisin-usa/MAP.ASM:1423,/Users/j.harris/code/cruisin-usa/MAP.ASM:1451,
GL_FND,2,/Users/j.harris/code/cruisin-usa/DRONES.ASM:531,/Users/j.harris/code/cruisin-usa/DRONES.ASM:539,
GLDX,2,/Users/j.harris/code/cruisin-usa/LEG.ASM:568,/Users/j.harris/code/cruisin-usa/LEG.ASM:595,
GLP,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1746,/Users/j.harris/code/cruisin-usa/MOTION.ASM:1761,
GMSX,2,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1085,/Users/j.harris/code/cruisin-usa/ATTRDRNE.ASM:1092,
GNNERLP,2,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2008,/Users/j.harris/code/cruisin-usa/INTRO.ASM:2022,
GO_SCROLL,2,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1434,/Users/j.harris/code/cruisin-usa/DIAG.ASM:1437,
GOAHEAD,2,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:80,/Users/j.harris/code/cruisin-usa/SIGMA.ASM:83,
GODO_CREDITS,2,/Users/j.harris/code/cruisin-usa/COIN.ASM:782,/Users/j.harris/code/cruisin-usa/COIN.ASM:785,
GOODENOUGH,2,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:110,/Users/j.harris/code/cruisin-usa/HSTDP.ASM:112,
GOT_ALL_LOWERS,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:327,/Users/j.harris/code/cruisin-usa/MOTION.ASM:350,
GOT_ALL_UPPERS,2,/Users/j.harris/code/cruisin-usa/MOTION.ASM:232,/Users/j.harris/code/cruisin-usa/MOTION.ASM:254,
GOTONE,2,/Users/j.harris/code/cruisin-usa/RACER.ASM:1704,/Users/j.harris/code/cruisin-usa/RACER.ASM:1774,
